archive_id,page_id,page_name,partisan_lean,funding_entity,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,ad_creative_body,spend,impressions
173462715537579,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-31,"Hey folks, it’s Adam Schiff with a big update: The Manhattan District Attorney just indicted Donald Trump. Trump is as dangerous as ever, trying to incite his followers to protest his arrest. Will you rush a donation to our campaign today to help us defeat Trump and his MAGA movement?",49.5,499
745230167106311,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-31,"🚨🚨BREAKING NEWS: The Manhattan District Attorney’s office has indicted Donald Trump for criminal offenses — the first-ever indictment of an American president. 

Trump will respond as he always does — playing the victim and blaming others for having the courage to investigate him in the first place. And you know that Adam Schiff will be at the top of Trump’s attack list.

Rush $10 or more to Adam’s campaign right now to help us prepare for Trump’s inevitable attacks — and ensure we defeat him and his MAGA movement in 2024.",49.5,499
124148817293314,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-30,"🚨🚨BREAKING NEWS: The Manhattan District Attorney’s office has indicted Donald Trump for criminal offenses — the first-ever indictment of an American president. 

Trump will respond as he always does — playing the victim and blaming others for having the courage to investigate him in the first place. And you know that Adam Schiff will be at the top of Trump’s attack list.

Rush $10 or more to Adam’s campaign right now to help us prepare for Trump’s inevitable attacks — and ensure we defeat him and his MAGA movement in 2024.",49.5,499
589894406497646,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-31,"Team — the Manhattan District Attorney just indicted Donald J. Trump with criminal charges stemming from hush money payments he made to a porn star during the 2016 campaign.

Let’s be absolutely clear: Donald Trump is as dangerous as ever trying to incite his followers to protest his arrest — we saw where his last efforts at incitement brought the country.

There is no doubt Trump will weaponize this indictment for his political advantage — just like he did with impeachment — because winning the presidency may well be the only way he hopes to avoid going to jail.

It won’t be long before Trump drags Adam’s name into this mess, so please, chip in any amount to our campaign today. Together, we will defeat Trump and his MAGA movement and protect our democracy.",49.5,1499
1008050106842326,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-04-03,"Hey folks, it’s Adam Schiff with a big update: The Manhattan District Attorney just indicted Donald Trump. Trump is as dangerous as ever, trying to incite his followers to protest his arrest. Will you rush a donation to our campaign today to help us defeat Trump and his MAGA movement?",149.5,2499
1664597870643932,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-04-03,"🚨🚨BREAKING NEWS: The Manhattan District Attorney’s office has indicted Donald Trump for criminal offenses — the first-ever indictment of an American president. 

Trump will respond as he always does — playing the victim and blaming others for having the courage to investigate him in the first place. And you know that Adam Schiff will be at the top of Trump’s attack list.

Rush $10 or more to Adam’s campaign right now to help us prepare for Trump’s inevitable attacks — and ensure we defeat him and his MAGA movement in 2024.",149.5,3499
2329592937222763,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-31,"Team — the Manhattan District Attorney just indicted Donald J. Trump with criminal charges stemming from hush money payments he made to a porn star during the 2016 campaign.

Let’s be absolutely clear: Donald Trump is as dangerous as ever trying to incite his followers to protest his arrest — we saw where his last efforts at incitement brought the country.

There is no doubt Trump will weaponize this indictment for his political advantage — just like he did with impeachment — because winning the presidency may well be the only way he hopes to avoid going to jail.

It won’t be long before Trump drags Adam’s name into this mess, so please, chip in any amount to our campaign today. Together, we will defeat Trump and his MAGA movement and protect our democracy.",49.5,1499
595079495618279,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-30,"Hey folks, it’s Adam Schiff with a big update: The Manhattan District Attorney just indicted Donald Trump. Trump is as dangerous as ever, trying to incite his followers to protest his arrest. Will you rush a donation to our campaign today to help us defeat Trump and his MAGA movement?",49.5,499
3359786041000907,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-31,"🚨🚨BREAKING NEWS: The Manhattan District Attorney’s office has indicted Donald Trump for criminal offenses — the first-ever indictment of an American president. 

Trump will respond as he always does — playing the victim and blaming others for having the courage to investigate him in the first place. And you know that Adam Schiff will be at the top of Trump’s attack list.

Rush $10 or more to Adam’s campaign right now to help us prepare for Trump’s inevitable attacks — and ensure we defeat him and his MAGA movement in 2024.",149.5,7499
208386438474615,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-04-01,"Team — the Manhattan District Attorney just indicted Donald J. Trump with criminal charges stemming from hush money payments he made to a porn star during the 2016 campaign.

Let’s be absolutely clear: Donald Trump is as dangerous as ever trying to incite his followers to protest his arrest — we saw where his last efforts at incitement brought the country.

There is no doubt Trump will weaponize this indictment for his political advantage — just like he did with impeachment — because winning the presidency may well be the only way he hopes to avoid going to jail.

It won’t be long before Trump drags Adam’s name into this mess, so please, chip in any amount to our campaign today. Together, we will defeat Trump and his MAGA movement and protect our democracy.",249.5,5499
877273146667159,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-04-01,"Team — the Manhattan District Attorney just indicted Donald J. Trump with criminal charges stemming from hush money payments he made to a porn star during the 2016 campaign.

Let’s be absolutely clear: Donald Trump is as dangerous as ever trying to incite his followers to protest his arrest — we saw where his last efforts at incitement brought the country.

There is no doubt Trump will weaponize this indictment for his political advantage — just like he did with impeachment — because winning the presidency may well be the only way he hopes to avoid going to jail.

It won’t be long before Trump drags Adam’s name into this mess, so please, chip in any amount to our campaign today. Together, we will defeat Trump and his MAGA movement and protect our democracy.",49.5,1499
175511978672580,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-30,"🚨🚨BREAKING NEWS: The Manhattan District Attorney’s office has indicted Donald Trump for criminal offenses — the first-ever indictment of an American president. 

Trump will respond as he always does — playing the victim and blaming others for having the courage to investigate him in the first place. And you know that Adam Schiff will be at the top of Trump’s attack list.

Rush $10 or more to Adam’s campaign right now to help us prepare for Trump’s inevitable attacks — and ensure we defeat him and his MAGA movement in 2024.",49.5,499
1382144049218602,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-31,"🚨🚨BREAKING NEWS: The Manhattan District Attorney’s office has indicted Donald Trump for criminal offenses — the first-ever indictment of an American president. 

Trump will respond as he always does — playing the victim and blaming others for having the courage to investigate him in the first place. And you know that Adam Schiff will be at the top of Trump’s attack list.

Rush $10 or more to Adam’s campaign right now to help us prepare for Trump’s inevitable attacks — and ensure we defeat him and his MAGA movement in 2024.",49.5,1499
159767086988823,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-31,"🚨🚨BREAKING NEWS: The Manhattan District Attorney’s office has indicted Donald Trump for criminal offenses — the first-ever indictment of an American president. 

Trump will respond as he always does — playing the victim and blaming others for having the courage to investigate him in the first place. And you know that Adam Schiff will be at the top of Trump’s attack list.

Rush $10 or more to Adam’s campaign right now to help us prepare for Trump’s inevitable attacks — and ensure we defeat him and his MAGA movement in 2024.",249.5,4499
813499750490767,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-30,"Hey folks, it’s Adam Schiff with a big update: The Manhattan District Attorney just indicted Donald Trump. Trump is as dangerous as ever, trying to incite his followers to protest his arrest. Will you rush a donation to our campaign today to help us defeat Trump and his MAGA movement?",49.5,499
1394223418078008,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-31,"Team — the Manhattan District Attorney just indicted Donald J. Trump with criminal charges stemming from hush money payments he made to a porn star during the 2016 campaign.

Let’s be absolutely clear: Donald Trump is as dangerous as ever trying to incite his followers to protest his arrest — we saw where his last efforts at incitement brought the country.

There is no doubt Trump will weaponize this indictment for his political advantage — just like he did with impeachment — because winning the presidency may well be the only way he hopes to avoid going to jail.

It won’t be long before Trump drags Adam’s name into this mess, so please, chip in any amount to our campaign today. Together, we will defeat Trump and his MAGA movement and protect our democracy.",49.5,1499
123607153990330,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-30,"Hey folks, it’s Adam Schiff with a big update: The Manhattan District Attorney just indicted Donald Trump. Trump is as dangerous as ever, trying to incite his followers to protest his arrest. Will you rush a donation to our campaign today to help us defeat Trump and his MAGA movement?",49.5,499
740121050947840,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-30,"🚨🚨BREAKING NEWS: The Manhattan District Attorney’s office has indicted Donald Trump for criminal offenses — the first-ever indictment of an American president. 

Trump will respond as he always does — playing the victim and blaming others for having the courage to investigate him in the first place. And you know that Adam Schiff will be at the top of Trump’s attack list.

Rush $10 or more to Adam’s campaign right now to help us prepare for Trump’s inevitable attacks — and ensure we defeat him and his MAGA movement in 2024.",49.5,499
604201744943664,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-04-01,"Hey folks, it’s Adam Schiff with a big update: The Manhattan District Attorney just indicted Donald Trump. Trump is as dangerous as ever, trying to incite his followers to protest his arrest. Will you rush a donation to our campaign today to help us defeat Trump and his MAGA movement?",249.5,5499
229923276213201,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-04-03,"🚨🚨BREAKING NEWS: The Manhattan District Attorney’s office has indicted Donald Trump for criminal offenses — the first-ever indictment of an American president. 

Trump will respond as he always does — playing the victim and blaming others for having the courage to investigate him in the first place. And you know that Adam Schiff will be at the top of Trump’s attack list.

Rush $10 or more to Adam’s campaign right now to help us prepare for Trump’s inevitable attacks — and ensure we defeat him and his MAGA movement in 2024.",549.5,7499
6195243120533241,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-31,"Hey folks, it’s Adam Schiff with a big update: The Manhattan District Attorney just indicted Donald Trump. Trump is as dangerous as ever, trying to incite his followers to protest his arrest. Will you rush a donation to our campaign today to help us defeat Trump and his MAGA movement?",49.5,499
130316183177990,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-31,"Hey folks, it’s Adam Schiff with a big update: The Manhattan District Attorney just indicted Donald Trump. Trump is as dangerous as ever, trying to incite his followers to protest his arrest. Will you rush a donation to our campaign today to help us defeat Trump and his MAGA movement?",149.5,8499
3484336805219563,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-31,"Team — the Manhattan District Attorney just indicted Donald J. Trump with criminal charges stemming from hush money payments he made to a porn star during the 2016 campaign.

Let’s be absolutely clear: Donald Trump is as dangerous as ever trying to incite his followers to protest his arrest — we saw where his last efforts at incitement brought the country.

There is no doubt Trump will weaponize this indictment for his political advantage — just like he did with impeachment — because winning the presidency may well be the only way he hopes to avoid going to jail.

It won’t be long before Trump drags Adam’s name into this mess, so please, chip in any amount to our campaign today. Together, we will defeat Trump and his MAGA movement and protect our democracy.",49.5,499
938022394209230,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-03-30,"Hey folks, it’s Adam Schiff with a big update: The Manhattan District Attorney just indicted Donald Trump. Trump is as dangerous as ever, trying to incite his followers to protest his arrest. Will you rush a donation to our campaign today to help us defeat Trump and his MAGA movement?",49.5,499
1995042514169840,109092142462587,Adam Schiff,left,SCHIFF FOR SENATE,2023-03-24,2023-03-30,2023-04-03,"Team — the Manhattan District Attorney just indicted Donald J. Trump with criminal charges stemming from hush money payments he made to a porn star during the 2016 campaign.

Let’s be absolutely clear: Donald Trump is as dangerous as ever trying to incite his followers to protest his arrest — we saw where his last efforts at incitement brought the country.

There is no doubt Trump will weaponize this indictment for his political advantage — just like he did with impeachment — because winning the presidency may well be the only way he hopes to avoid going to jail.

It won’t be long before Trump drags Adam’s name into this mess, so please, chip in any amount to our campaign today. Together, we will defeat Trump and his MAGA movement and protect our democracy.",249.5,5499
177492268469561,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
936020771177537,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
1712862439175623,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
869201244145188,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
624373196185606,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
1218382075466079,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
975948780062834,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
129792123348417,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
893173445129294,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
765088411613131,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
1506862049841869,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
748831810248490,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
3490388267861273,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
1202906553702642,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
684262436837742,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
755272159456595,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
771048427718598,508887815910815,BPR,,BizPac Review,2023-03-30,2023-03-30,,TRUMP INDICTED! Like our page for updates!,49.5,499
925470198794966,7292655492,MoveOn,left,MOVEON.ORG POLITICAL ACTION,2023-03-30,2023-03-30,,"One famously thin-skinned ex-president. One Fox News host whose texts reveal a secret disdain for him. Three billboards that could set in motion a wedge between Donald Trump and Fox News.

Tucker Carlson’s recently-released texts reveal his dislike of Trump—despite Tucker’s Trump-loving audience. And as Trump’s behavior from decades of petty squabbles shows, he holds a grudge. His fragile ego cannot stand embarrassment, especially not among the people who flock to Mar-a-Lago. So that’s exactly where MoveOn plans to put these billboards.

Want to see this happen? Of course! We all do. But billboards are expensive, which means MoveOn can put them up only if we quickly raise enough donations.

This is an opportune time to act. Trump is facing some massive challenges: He feels threatened by rival Ron DeSantis, and it’s likely he’ll soon be indicted under felony charges in Manhattan, potentially the first of a cascade of criminal and civil charges. 

At this challenging moment, Trump could use his Fox News propaganda machine more than ever. But Fox appears to be giving Trump the cold shoulder, and Tucker’s texts showing his disdain only deepen the rift.

If we can keep driving a wedge between Trump and Fox, it might deal a critical setback to Trump’s authoritarian dream of regaining the White House. This is an important opportunity in our ongoing commitment to make sure that does not happen ever again.

So let's help Trump and Tucker permanently part ways by making Fox's disdain for Trump visible to Trump's community in Mar-a-Lago. Will you chip in to make the billboards happen? And if you can, become a donor to MoveOn to sustain our determined work making sure Trump never returns to the White House.

[PAID FOR BY MOVEON.ORG POLITICAL ACTION, http://pol.moveon.org/. Not authorized by any candidate, candidate’s agent, or committee.]",49.5,499
737236428111426,7292655492,MoveOn,left,MOVEON.ORG POLITICAL ACTION,2023-03-30,2023-03-30,,"One famously thin-skinned ex-president. One Fox News host whose texts reveal a secret disdain for him. Three billboards that could set in motion a wedge between Donald Trump and Fox News.

Tucker Carlson’s recently-released texts reveal his dislike of Trump—despite Tucker’s Trump-loving audience. And as Trump’s behavior from decades of petty squabbles shows, he holds a grudge. His fragile ego cannot stand embarrassment, especially not among the people who flock to Mar-a-Lago. So that’s exactly where MoveOn plans to put these billboards.

Want to see this happen? Of course! We all do. But billboards are expensive, which means MoveOn can put them up only if we quickly raise enough donations.

This is an opportune time to act. Trump is facing some massive challenges: He feels threatened by rival Ron DeSantis, and it’s likely he’ll soon be indicted under felony charges in Manhattan, potentially the first of a cascade of criminal and civil charges. 

At this challenging moment, Trump could use his Fox News propaganda machine more than ever. But Fox appears to be giving Trump the cold shoulder, and Tucker’s texts showing his disdain only deepen the rift.

If we can keep driving a wedge between Trump and Fox, it might deal a critical setback to Trump’s authoritarian dream of regaining the White House. This is an important opportunity in our ongoing commitment to make sure that does not happen ever again.

So let's help Trump and Tucker permanently part ways by making Fox's disdain for Trump visible to Trump's community in Mar-a-Lago. Will you chip in to make the billboards happen? And if you can, become a donor to MoveOn to sustain our determined work making sure Trump never returns to the White House.

[PAID FOR BY MOVEON.ORG POLITICAL ACTION, http://pol.moveon.org/. Not authorized by any candidate, candidate’s agent, or committee.]",49.5,499
207549221920774,2001831300143832,Conversations with Jim Zirin,,Conversations with Jim Zirin,2023-03-29,2023-03-30,2023-03-30,"Which legal case against Trump is the strongest? Last fall I spoke to litigator Martin London about exactly that, and why he believes Trump will and must be indicted.

Listen or watch the episode here: https://bit.ly/3LVlWe7",49.5,499
236835215421928,153080620724,Donald J. Trump,right,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE,2023-03-31,2023-03-31,,"STAND WITH PRESIDENT TRUMP

We are living through the darkest chapter of American history.

The Radical Left – the enemy of the hard-working men and women of this country – have INDICTED me in a disgusting witch hunt.

Never before in our Nation’s history has this been done. 

Ever since I ran for president as a complete political outsider, the corrupt ruling class has tried to shut down our America First movement. 

With your support, we will write the next great chapter of American history – and 2024 will forever go down as the year we saved our Republic.

WE WILL MAKE AMERICA GREAT AGAIN!

Please make a contribution of $47 or more by 11:59 P.M. to help DEFEND our movement from the never-ending witch hunts during these dark times – and we’ll send you your very own “I Stand with President Trump” T-shirt for FREE.",449.5,9499
750002699928622,153080620724,Donald J. Trump,right,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE,2023-03-31,2023-03-31,,"STAND WITH PRESIDENT TRUMP

We are living through the darkest chapter of American history.

The Radical Left – the enemy of the hard-working men and women of this country – have INDICTED me in a disgusting witch hunt.

Never before in our Nation’s history has this been done. 

Ever since I ran for president as a complete political outsider, the corrupt ruling class has tried to shut down our America First movement. 

With your support, we will write the next great chapter of American history – and 2024 will forever go down as the year we saved our Republic.

WE WILL MAKE AMERICA GREAT AGAIN!

Please make a contribution of $47 or more by 11:59 P.M. to help DEFEND our movement from the never-ending witch hunts during these dark times – and we’ll send you your very own “I Stand with President Trump” T-shirt for FREE.",1249.5,9499
1435580703851518,175403889150682,FindLaw.com,,FindLaw Consumer,2023-03-31,2023-03-31,,"A grand jury has voted to indict Donald Trump. But what exactly does that mean? In this article, FindLaw breaks down what an indictment is and what comes after this.",49.5,6499
170542872522030,153080620724,Donald J. Trump,right,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE,2023-03-31,2023-03-31,,"STAND WITH PRESIDENT TRUMP

We are living through the darkest chapter of American history.

The Radical Left – the enemy of the hard-working men and women of this country – have INDICTED me in a disgusting witch hunt.

Never before in our Nation’s history has this been done. 

Ever since I ran for president as a complete political outsider, the corrupt ruling class has tried to shut down our America First movement. 

With your support, we will write the next great chapter of American history – and 2024 will forever go down as the year we saved our Republic.

WE WILL MAKE AMERICA GREAT AGAIN!

Please make a contribution of $47 or more by 11:59 P.M. to help DEFEND our movement from the never-ending witch hunts during these dark times – and we’ll send you your very own “I Stand with President Trump” T-shirt for FREE.",349.5,6499
2234777960040863,101384961651764,Louisiana Policy Review,,Louisiana Policy Review,2023-03-31,2023-03-31,,The LIBERALS Have Indicted President Trump! We need to stand up & Support Him Now More Than Ever!,49.5,499
2090359778022126,101384961651764,Louisiana Policy Review,,Louisiana Policy Review,2023-03-31,2023-03-31,,The LIBERALS Have Indicted President Trump! We need to stand up & Support Him Now More Than Ever!,49.5,1499
1262015461073109,7292655492,MoveOn,left,MOVEON.ORG POLITICAL ACTION,2023-03-31,2023-03-31,,"⚖️Donald Trump has just been INDICTED on charges stemming from his illegal hush money payments to Stormy Daniels before the 2016 election. It’s the first time in history a former president has been indicted.

🚨Let’s make sure legal consequences for Trump’s criminality don’t stop here.🚨

Trump and his team are also facing indictment in Georgia for their attempts to overturn the state's 2020 election results, and the Justice Dept. is investigating Trump for his role in inciting the deadly Jan. 6 insurrection, as well as for hiding his possession of highly classified documents.

We must increase pressure on law enforcement agencies to follow through on their cases against Trump. To spread the message, MoveOn has just printed a big batch of these ""Convict Trump"" stickers, and we're giving them away for FREE, while supplies last.

Click below to claim your free “Convict Trump” sticker now, and display it prominently to spread the word. And, if you can, consider giving to MoveOn’s work fighting Trump’s efforts to return to the White House in 2024.

[PAID FOR BY MOVEON.ORG POLITICAL ACTION, http://pol.moveon.org/. Not authorized by any candidate, candidate’s agent, or committee.]",49.5,499
